Age,Gender,Country,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
18.0,0,12,1,12,7,31.25,1,3.2,1.0,1,5
38.0,1,26,0,13,9,27.54,1,6.63,5.0,6,196
19.0,1,5,0,13,4,22.67,1,1.99,26.0,2,66
48.0,1,17,0,6,11,15.33,1,7.11,24.0,3,19
16.0,1,21,0,12,12,22.46,1,9.49,14.0,2,198
50.0,0,4,1,3,9,8.06,1,8.6,30.0,6,153
40.0,1,26,0,12,11,31.8,1,8.27,0.0,4,170
51.0,1,2,0,4,7,10.61,1,18.97,2.0,3,141
14.0,1,24,0,2,13,21.45,1,6.45,17.0,0,13
53.0,1,2,0,9,12,31.78,1,2.75,5.0,1,66
25.0,0,13,0,8,6,7.1,1,9.64,8.0,4,138
51.0,1,12,1,2,15,7.37,1,12.71,26.0,0,38
32.0,1,0,0,4,9,24.84,1,11.975000000000001,16.0,3,150
27.0,0,24,1,2,6,13.42,1,9.11,21.0,3,214
39.0,1,25,0,2,18,12.6,1,12.27,13.0,6,34
24.0,1,10,0,5,8,29.32,1,1.46,28.0,3,116
24.0,0,21,1,14,11,30.97,1,0.76,10.0,6,37
47.0,1,13,1,9,10,31.88,0,416.81,17.0,3,128
23.0,1,10,0,8,10,7.26,1,17.79,25.0,5,8
22.0,0,10,1,8,9,22.0,1,16.2,11.0,5,43
23.0,1,6,1,8,15,33.9,1,10.21,6.0,2,73
27.0,1,12,1,7,13,31.96,2,3497.35,24.0,4,185
22.0,1,17,0,2,4,22.87,1,14.95,10.0,3,220
43.0,0,12,1,13,14,33.28,1,13.64,30.0,3,145
17.0,1,16,0,2,8,15.11,1,13.89,27.0,2,19
21.0,0,15,1,8,10,15.03,1,3.94,16.0,5,159
18.0,0,5,0,8,12,6.95,1,5.12,10.0,3,60
43.0,1,3,1,10,12,20.78,1,11.79,1.0,5,213
34.0,1,17,0,6,13,13.42,1,3.58,16.0,0,220
48.0,1,7,1,12,11,21.15,1,17.06,4.0,2,167
38.0,1,26,1,8,11,15.66,1,11.48,16.0,3,181
22.0,1,25,1,10,15,19.43,1,15.12,25.0,4,7
24.0,0,12,1,4,10,17.08,1,11.76,17.0,0,188
27.0,1,6,1,3,10,26.2,1,15.44,16.0,2,110
54.0,0,11,0,4,4,15.43,1,0.05,13.0,6,192
27.0,1,6,1,10,10,26.86,1,19.55,25.0,0,37
14.0,1,9,0,11,9,24.79,1,12.16,17.0,0,32
27.0,2,20,1,0,13,18.02,1,15.32,27.0,6,99
47.0,1,8,0,6,8,13.7,1,6.22,22.0,4,176
33.0,1,6,1,0,11,21.07,1,11.38,13.0,1,143
47.0,1,10,0,9,8,24.17,1,11.975000000000001,16.0,3,150
39.0,1,10,1,0,13,31.39,1,18.89,21.0,1,29
54.0,1,6,0,6,7,9.97,1,16.2,4.0,5,212
42.0,1,7,0,8,8,8.85,0,11.975000000000001,16.0,3,150
35.0,1,3,1,3,8,33.94,1,13.62,15.0,4,170
37.0,1,3,0,12,10,17.37,1,17.26,6.0,5,117
29.0,0,1,1,9,6,10.53,1,2.86,26.0,4,219
24.0,1,12,0,13,12,33.44,1,17.86,26.0,2,62
42.0,1,10,0,10,7,23.6,1,7.63,3.0,6,138
53.0,0,3,1,4,4,15.04,0,238.91,24.0,3,9
19.0,1,16,0,14,12,8.23,0,168.17,15.0,3,26
37.0,1,13,1,5,5,14.86,1,7.43,18.0,5,100
47.0,1,13,0,14,13,15.98,1,17.95,4.0,2,127
22.0,1,26,0,7,11,9.53,1,19.48,24.0,4,210
16.0,1,2,1,7,9,17.61,1,19.14,20.0,1,206
40.0,1,16,0,3,8,22.81,1,0.08,3.0,0,9
43.0,0,15,0,4,11,24.59,1,9.97,15.0,5,79
19.0,2,12,0,1,12,27.0,0,232.88,14.0,2,217
45.0,1,17,1,10,8,10.41,1,1.28,10.0,1,188
15.0,1,13,0,9,12,19.56,1,16.52,30.0,1,29
33.0,0,10,1,0,14,5.26,1,11.975000000000001,16.0,3,150
16.0,0,19,0,7,8,31.87,1,8.33,22.0,4,103
43.0,1,22,1,11,8,17.82,1,15.82,29.0,4,71
37.0,0,11,0,9,11,12.91,1,2.97,4.0,4,58
24.0,1,1,0,8,6,9.81,1,16.44,26.0,6,201
13.0,0,5,0,0,13,25.01,1,6.63,1.0,3,178
14.0,0,12,1,5,10,13.62,1,0.0,24.0,6,2
37.0,1,23,0,5,10,18.88,0,31.9,17.0,3,140
18.0,1,25,0,6,9,26.94,0,318.77,20.0,6,142
20.0,0,16,1,10,9,23.44,1,16.06,26.0,1,20
47.0,0,13,0,13,8,7.45,1,11.1,0.0,3,114
17.0,1,17,0,8,11,12.71,1,5.38,2.0,5,138
22.0,1,10,0,7,13,11.37,1,11.975000000000001,16.0,3,150
30.0,1,23,1,14,9,23.17,1,6.47,27.0,2,67
23.0,1,18,0,5,15,29.77,1,1.55,5.0,5,109
50.0,0,16,1,1,8,14.04,1,19.3,14.0,1,140
45.0,1,10,1,4,8,15.36,1,17.56,7.0,3,214
26.0,1,14,1,11,8,29.46,1,0.55,25.0,3,28
22.0,1,26,1,7,9,20.79,1,16.43,2.0,6,165
29.0,0,20,1,10,7,18.76,1,11.24,13.0,3,210
18.0,0,15,1,12,10,33.81,1,17.14,23.0,3,48
32.0,0,19,1,0,7,16.05,1,17.67,24.0,0,49
25.0,1,22,0,11,7,6.11,1,6.1,20.0,3,216
37.0,1,15,0,7,7,9.65,1,7.17,19.0,4,222
28.0,1,11,0,2,8,17.89,0,444.51,13.0,6,65
47.0,1,12,0,12,6,6.85,0,11.975000000000001,16.0,3,150
22.0,0,13,1,14,10,22.55,1,1.66,18.0,4,164
36.0,0,12,0,11,11,18.59,1,11.975000000000001,16.0,3,150
49.0,1,16,0,7,11,23.75,1,4.65,21.0,1,127
46.0,1,0,0,4,5,23.52,1,15.27,27.0,3,4
43.0,1,10,1,5,9,29.04,1,2.43,0.0,0,45
39.0,2,23,1,13,8,18.93,1,11.64,0.0,1,145
22.0,1,8,1,10,7,13.64,1,11.975000000000001,16.0,3,150
33.0,1,4,0,7,10,18.63,2,4700.56,2.0,4,106
17.0,1,7,0,11,6,34.66,1,13.72,0.0,0,180
39.0,1,18,1,12,15,14.21,1,19.14,8.0,0,170
46.0,1,23,0,14,9,14.71,0,447.05,16.0,5,21
17.0,0,2,0,3,10,6.17,1,15.88,7.0,0,122
33.0,0,15,1,8,15,19.79,1,14.12,24.0,2,94
36.0,0,10,0,12,8,29.81,1,15.77,30.0,0,209
33.0,1,9,0,14,8,31.57,1,2.0,5.0,2,193
40.0,0,0,0,5,5,11.13,1,0.45,0.0,2,144
46.0,1,10,1,11,14,31.12,0,70.8,11.0,0,204
36.0,1,6,1,8,10,6.77,1,17.21,7.0,1,61
34.0,1,24,0,9,15,26.7,0,269.15,10.0,1,59
46.0,0,10,0,9,6,15.4,0,59.46,21.0,4,125
25.0,1,10,1,9,11,23.95,1,17.62,22.0,3,87
42.0,0,11,1,7,11,34.11,1,4.73,23.0,0,152
30.0,1,26,0,14,8,20.43,1,7.91,13.0,6,165
38.0,0,21,0,14,10,27.08,2,1663.73,11.0,3,122
25.0,0,7,1,5,5,5.9,1,13.19,23.0,1,173
36.0,1,15,0,5,7,21.89,1,8.22,26.0,5,72
45.0,1,7,1,6,6,26.44,1,11.97,26.0,6,207
16.0,1,3,0,14,7,19.13,1,4.27,1.0,0,121
38.0,0,13,1,9,6,8.91,1,13.07,22.0,3,127
47.0,1,3,0,11,17,30.87,2,2004.0,23.0,1,142
43.0,1,13,0,4,12,30.2,1,10.04,10.0,5,109
50.0,1,1,1,11,11,14.47,1,13.58,1.0,5,153
15.0,1,3,1,5,6,29.17,1,6.34,23.0,0,223
44.0,1,8,0,12,6,22.02,0,338.06,7.0,1,82
42.0,0,5,1,1,10,32.68,0,318.73,19.0,1,132
16.0,0,23,0,9,5,12.03,1,6.84,15.0,1,142
52.0,0,4,1,1,11,25.53,1,12.41,16.0,1,196
44.0,0,22,0,7,7,28.14,1,10.47,5.0,3,61
26.0,1,4,1,7,7,32.15,1,17.52,30.0,5,163
14.0,1,17,0,14,11,31.84,1,3.62,3.0,3,128
32.0,1,0,0,13,13,5.64,1,10.53,19.0,2,46
48.0,1,14,1,7,10,33.69,1,13.09,21.0,1,216
45.0,1,21,0,3,12,6.22,1,14.25,13.0,0,184
18.0,1,4,0,3,14,31.51,1,12.83,19.0,3,83
19.0,1,9,0,11,7,32.53,1,8.65,10.0,6,78
29.0,1,0,0,14,11,11.61,0,375.6,12.0,6,61
42.0,1,19,0,13,10,20.34,1,0.97,27.0,2,138
43.0,1,10,0,9,13,22.75,1,8.66,19.0,3,188
48.0,1,7,0,11,10,28.19,0,223.67,24.0,0,116
22.0,1,18,0,7,6,34.86,1,19.47,27.0,5,188
15.0,0,26,0,3,10,10.47,1,7.82,16.0,3,165
43.0,0,0,0,11,9,19.08,0,300.18,13.0,6,175
21.0,2,2,0,3,16,13.99,0,145.68,17.0,3,34
47.0,1,3,0,3,6,6.49,1,13.02,18.0,5,206
39.0,0,16,0,0,13,16.42,1,4.54,27.0,5,74
29.0,2,2,0,12,8,32.43,1,15.35,27.0,4,160
19.0,0,9,0,13,14,31.56,1,5.07,11.0,2,84
43.0,1,14,0,6,10,30.32,1,0.42,16.0,4,62
51.0,1,15,0,13,16,17.69,1,5.43,25.0,1,41
52.0,1,0,0,12,16,20.11,1,12.21,30.0,4,33
34.0,0,16,1,8,10,17.09,1,5.29,25.0,3,70
24.0,1,18,0,3,10,19.58,1,16.04,1.0,6,163
44.0,1,6,0,10,11,15.97,1,6.42,25.0,1,136
38.0,0,10,0,3,8,32.37,1,11.57,30.0,6,97
51.0,0,15,0,14,10,28.91,1,18.41,17.0,5,197
23.0,1,19,0,11,14,18.21,1,9.0,11.0,0,44
24.0,0,22,0,14,11,9.71,1,10.87,9.0,1,39
38.0,0,11,0,1,8,26.65,1,15.39,23.0,3,139
20.0,1,4,0,3,7,12.31,1,10.64,18.0,0,151
43.0,1,4,0,8,9,5.75,1,16.45,29.0,1,62
53.0,1,8,0,9,13,21.05,1,14.66,23.0,4,109
14.0,0,5,1,11,7,7.67,1,7.15,3.0,5,60
54.0,0,23,0,12,8,32.98,1,12.86,4.0,4,85
42.0,1,1,0,3,12,32.92,1,0.57,28.0,5,144
47.0,1,9,0,4,9,29.34,0,351.17,15.0,5,161
21.0,1,7,1,14,4,7.5,1,1.58,27.0,6,177
28.0,1,2,0,6,14,19.42,0,187.17,24.0,5,181
47.0,1,26,0,10,10,12.21,1,2.96,8.0,2,155
52.0,1,20,0,6,11,12.39,1,9.22,5.0,5,38
21.0,0,18,0,13,9,21.44,1,2.49,29.0,2,191
45.0,0,21,1,14,12,31.2,1,2.51,11.0,5,172
52.0,1,22,0,12,5,17.93,0,245.66,27.0,6,223
17.0,1,15,0,12,10,26.57,1,18.51,21.0,1,115
47.0,1,13,0,9,9,7.56,1,7.91,10.0,6,125
41.0,1,16,1,8,16,26.34,1,16.13,0.0,5,158
48.0,1,6,1,11,11,18.65,1,16.47,1.0,5,210
16.0,1,2,1,3,5,33.58,1,16.64,11.0,4,204
25.0,1,16,0,11,8,17.72,1,11.83,9.0,4,212
52.0,1,23,0,4,12,28.18,1,18.87,17.0,2,181
33.0,1,23,0,13,8,5.31,1,6.74,11.0,5,166
16.0,1,11,0,9,7,26.59,1,1.52,7.0,0,147
53.0,1,12,1,10,14,21.38,1,13.72,16.0,2,205
40.0,1,10,1,13,13,18.29,1,5.97,8.0,2,32
46.0,1,25,0,13,8,25.62,1,12.58,20.0,4,183
15.0,1,10,1,2,11,12.56,2,2366.76,12.0,5,153
13.0,1,8,1,5,12,20.75,0,289.44,9.0,5,103
21.0,1,4,0,2,11,29.52,1,16.82,30.0,3,125
43.0,1,26,0,13,9,14.3,1,16.17,26.0,4,98
18.0,1,0,1,1,7,27.82,1,2.25,10.0,4,204
32.0,0,13,1,8,5,26.59,1,12.55,9.0,0,25
15.0,1,2,0,1,9,6.99,1,16.24,15.0,3,62
53.0,1,8,0,9,4,31.92,1,17.65,21.0,0,38
34.0,0,7,1,9,11,24.29,1,18.11,23.0,3,56
35.0,0,14,0,6,5,21.92,1,0.68,25.0,3,20
23.0,1,1,1,1,5,32.2,1,8.88,28.0,3,139
31.0,1,2,1,5,9,25.03,1,19.01,7.0,0,124
51.0,0,26,0,12,12,14.77,0,197.44,4.0,5,128
44.0,0,1,0,3,11,14.17,1,17.79,20.0,3,72
25.0,1,23,0,11,8,26.01,1,17.79,10.0,5,55
30.0,0,19,0,12,10,23.15,1,3.85,16.0,4,119
27.0,1,22,1,10,8,20.38,0,196.0,9.0,6,131
53.0,1,6,0,9,18,21.54,0,128.17,25.0,4,168
33.0,1,16,0,6,13,8.24,1,4.54,3.0,5,130
47.0,0,11,0,8,4,7.59,1,8.79,7.0,5,186
14.0,1,23,0,13,8,11.22,1,0.84,23.0,3,108
53.0,1,10,1,12,7,28.04,1,16.32,25.0,1,212
35.0,0,21,0,11,7,28.01,1,5.17,18.0,3,145
46.0,0,11,0,4,8,19.21,1,0.07,12.0,5,104
41.0,1,25,0,13,13,29.04,1,13.08,6.0,1,145
20.0,1,19,0,6,9,19.71,1,1.64,30.0,2,81
45.0,0,3,0,10,8,19.78,1,11.87,12.0,5,87
40.0,1,16,1,4,10,30.42,1,18.02,23.0,6,221
28.0,0,23,1,10,13,19.71,1,4.48,25.0,2,172
43.0,1,20,0,14,13,15.14,1,0.47,21.0,6,99
31.0,1,17,0,12,10,33.03,0,425.22,0.0,6,111
44.0,1,19,0,13,11,16.37,1,12.02,13.0,3,150
46.0,1,10,0,1,11,9.23,1,2.55,23.0,3,206
35.0,1,15,1,10,11,33.26,1,7.2,21.0,2,196
18.0,1,7,0,5,7,6.56,1,5.29,19.0,4,105
51.0,0,16,1,3,5,11.96,1,8.49,13.0,2,87
29.0,1,1,0,2,13,21.03,1,2.22,0.0,1,216
17.0,1,20,0,1,2,13.63,1,7.91,15.0,5,102
40.0,0,3,0,3,9,16.76,1,16.86,8.0,2,47
33.0,0,20,0,3,10,16.3,1,4.21,30.0,0,57
33.0,0,9,0,12,11,5.57,1,11.975000000000001,16.0,3,150
31.0,0,10,1,11,10,13.5,1,16.64,20.0,1,52
19.0,1,2,0,5,9,25.19,0,246.02,4.0,2,10
28.0,0,0,1,12,7,25.41,1,3.6,25.0,4,95
46.0,1,18,1,13,7,15.88,0,133.97,20.0,2,213
38.0,0,3,0,5,5,22.97,1,6.06,0.0,5,85
38.0,0,14,0,11,14,13.34,1,15.26,13.0,1,23
26.0,1,16,0,3,13,17.16,1,15.07,19.0,4,110
49.0,1,23,0,8,5,18.57,1,4.42,1.0,5,137
19.0,0,1,0,11,12,13.01,0,23.33,23.0,6,84
34.0,0,3,0,0,11,5.35,1,1.37,14.0,2,193
22.0,1,12,0,7,8,27.67,0,22.9,30.0,2,19
35.0,1,3,0,8,11,7.14,1,19.03,6.0,3,38
49.0,1,6,0,4,8,28.01,1,1.01,29.0,5,180
21.0,1,17,0,0,11,21.23,0,358.32,0.0,4,220
35.0,0,4,1,11,10,7.21,0,414.95,27.0,2,144
30.0,1,21,1,1,3,25.96,1,11.975000000000001,16.0,3,150
32.0,1,9,1,7,9,7.93,1,4.96,29.0,4,63
44.0,1,0,1,7,9,34.12,1,1.6,17.0,6,89
27.0,1,1,0,13,7,6.93,1,1.75,23.0,6,106
31.0,1,9,0,11,8,20.53,0,296.66,10.0,0,25
21.0,2,12,1,10,10,24.31,1,7.62,0.0,3,51
30.0,1,16,0,12,16,9.58,1,3.41,29.0,4,148
17.0,0,4,1,10,13,21.44,1,4.25,2.0,3,154
28.0,1,10,1,4,11,19.87,1,7.65,26.0,2,131
15.0,1,25,0,10,5,5.5,1,7.31,14.0,2,209
18.0,1,14,1,11,10,6.47,1,7.45,3.0,3,128
16.0,1,20,0,3,10,29.77,1,17.79,23.0,6,178
32.0,1,21,1,1,8,15.77,1,4.14,2.0,0,89
30.0,1,17,1,14,10,21.53,1,9.18,29.0,4,10
36.0,1,26,0,11,15,7.52,1,14.46,8.0,5,148
40.0,1,19,1,13,15,10.92,1,16.94,29.0,4,124
54.0,1,5,0,10,10,19.53,1,0.6,23.0,3,68
29.0,1,24,1,2,13,20.36,1,4.19,27.0,0,189
48.0,0,20,0,8,13,16.52,1,10.15,4.0,4,137
19.0,1,10,1,11,8,12.91,1,1.85,24.0,2,159
38.0,1,25,1,5,12,34.15,1,18.15,19.0,1,15
31.0,1,13,1,5,8,8.3,1,6.63,8.0,6,13
16.0,1,7,0,13,10,14.18,1,15.72,21.0,2,53
41.0,1,23,1,1,10,23.91,1,0.68,16.0,0,113
22.0,0,25,0,11,7,6.39,1,17.21,26.0,6,49
53.0,0,22,0,5,7,6.68,1,14.18,16.0,5,40
39.0,1,9,1,6,9,27.71,1,15.92,20.0,5,108
48.0,1,24,0,11,8,10.93,1,14.57,23.0,3,79
17.0,0,19,0,4,8,22.8,1,6.53,29.0,2,196
33.0,1,9,1,4,3,17.28,2,2529.12,10.0,1,183
25.0,0,7,1,13,9,21.54,1,16.56,18.0,6,223
19.0,1,2,0,4,8,34.69,1,1.48,6.0,0,145
41.0,1,20,1,1,6,25.43,1,8.27,19.0,3,58
37.0,1,7,0,0,10,25.26,0,107.57,3.0,2,71
28.0,0,2,1,11,10,25.47,1,9.63,21.0,4,30
35.0,1,19,0,5,10,9.49,1,11.3,19.0,0,113
13.0,1,5,0,14,8,15.82,1,19.33,6.0,6,195
23.0,1,23,0,9,8,11.62,1,6.43,5.0,3,150
23.0,0,4,0,12,15,31.36,1,13.6,12.0,6,187
47.0,1,12,1,9,8,26.64,1,12.76,17.0,5,165
45.0,1,7,0,5,8,12.26,0,395.96,29.0,5,121
33.0,1,16,0,3,22,28.93,0,243.65,12.0,3,201
42.0,1,17,0,1,10,25.55,1,4.98,12.0,0,23
21.0,1,1,0,12,8,25.28,1,1.25,3.0,3,74
51.0,1,7,1,12,19,20.5,1,12.21,17.0,6,7
43.0,1,22,0,1,7,9.94,1,9.93,2.0,2,127
54.0,1,25,1,13,12,9.77,1,3.65,25.0,2,49
34.0,1,15,1,2,12,12.26,1,2.55,28.0,5,200
45.0,0,16,0,9,14,33.23,0,207.83,25.0,0,20
38.0,0,22,1,6,3,28.55,0,41.44,10.0,3,202
21.0,1,19,0,7,10,33.17,1,7.0,0.0,0,219
28.0,0,20,0,10,10,13.78,0,214.54,9.0,5,215
43.0,1,1,1,13,8,22.55,1,12.6,15.0,4,224
18.0,1,10,1,10,10,6.86,1,1.28,10.0,2,196
48.0,0,16,0,4,9,19.31,1,14.71,21.0,6,224
27.0,0,4,1,2,11,30.24,1,17.94,25.0,2,158
53.0,1,13,1,7,15,5.03,1,15.82,28.0,1,206
51.0,1,26,0,4,8,13.02,1,6.2,14.0,2,114
44.0,1,16,0,4,12,33.45,1,19.22,7.0,1,138
53.0,0,3,1,11,7,14.87,1,11.98,17.0,5,37
21.0,1,10,1,9,7,15.44,1,13.05,17.0,4,26
27.0,1,12,0,2,8,18.35,1,12.37,17.0,1,125
16.0,1,16,0,5,6,34.59,2,1869.1,10.0,4,110
44.0,1,10,0,12,8,18.59,1,18.18,10.0,6,127
48.0,0,16,1,9,10,16.33,1,18.69,8.0,2,45
22.0,0,10,0,0,12,32.07,1,8.5,9.0,1,105
17.0,1,15,0,6,10,22.1,1,15.64,1.0,0,195
26.0,0,22,1,5,8,19.13,1,2.96,16.0,4,129
54.0,1,3,0,11,10,32.83,1,1.69,29.0,6,35
33.0,1,23,0,2,10,33.81,1,14.62,24.0,5,35
30.0,0,9,1,7,6,9.53,1,10.02,6.0,2,130
25.0,0,25,1,1,9,17.11,1,15.14,18.0,6,39
41.0,1,5,0,0,8,31.2,1,10.21,17.0,6,202
40.0,1,0,1,4,8,14.55,2,1670.7,29.0,6,1
34.0,1,2,1,5,13,29.11,1,6.99,16.0,2,83
49.0,0,6,1,11,7,17.79,1,17.62,2.0,4,150
19.0,1,2,1,2,8,11.23,1,16.32,6.0,4,101
41.0,0,11,1,13,6,28.93,0,74.09,12.0,6,131
13.0,0,9,0,10,18,5.59,1,4.18,17.0,0,160
14.0,0,19,0,8,7,16.41,1,12.46,12.0,4,50
16.0,1,10,0,2,12,20.58,1,11.18,22.0,1,162
50.0,1,3,1,14,8,21.3,1,10.85,7.0,6,116
36.0,1,5,0,13,9,6.64,0,116.76,23.0,6,1
28.0,0,1,0,11,8,12.61,1,14.8,9.0,5,5
38.0,1,17,0,5,14,18.59,1,10.07,29.0,4,19
38.0,1,15,0,9,7,34.7,1,7.7,27.0,3,51
49.0,1,18,0,8,10,11.02,1,6.61,22.0,2,185
18.0,0,10,0,4,4,34.29,1,3.64,16.0,5,111
24.0,1,11,0,5,12,14.5,1,16.83,9.0,4,197
46.0,1,21,0,10,9,21.4,1,19.9,9.0,5,96
29.0,1,4,1,11,11,9.08,1,0.98,7.0,3,220
52.0,1,23,1,6,11,26.07,1,19.74,30.0,1,191
52.0,0,15,0,9,6,5.79,1,10.21,3.0,3,87
52.0,0,10,1,13,10,13.67,1,1.58,15.0,4,64
24.0,1,25,0,1,11,12.88,1,6.04,15.0,1,61
44.0,1,20,1,0,6,5.35,1,18.11,30.0,2,76
35.0,1,23,0,12,14,17.03,1,18.72,18.0,4,219
21.0,1,18,0,11,10,7.96,0,295.56,26.0,2,152
36.0,1,10,0,8,16,18.1,1,8.57,12.0,5,114
40.0,0,18,1,12,10,5.58,1,12.56,11.0,5,178
16.0,1,13,1,11,8,25.31,0,80.85,2.0,1,47
37.0,0,3,1,13,11,19.45,1,5.88,21.0,0,101
33.0,0,11,0,6,12,34.73,1,2.66,5.0,0,209
49.0,1,9,1,13,8,19.0,1,13.08,21.0,4,162
47.0,0,22,1,8,15,20.54,1,2.27,28.0,4,86
19.0,0,1,0,0,6,5.76,1,8.74,12.0,0,144
39.0,1,13,0,1,11,20.98,1,15.13,15.0,3,204
27.0,1,11,0,14,10,27.53,1,3.78,14.0,0,139
52.0,0,1,1,4,19,26.92,0,455.39,20.0,5,63
15.0,1,8,0,4,8,24.68,1,6.77,29.0,1,109
45.0,0,15,0,8,12,29.37,1,0.29,24.0,6,101
15.0,0,1,1,3,8,31.5,1,16.07,30.0,0,197
44.0,1,15,0,12,14,6.12,1,5.34,20.0,3,100
14.0,1,25,0,8,11,7.24,1,9.56,25.0,2,174
35.0,1,10,0,8,8,19.2,1,15.88,17.0,1,118
40.0,0,22,0,7,9,7.02,1,8.46,27.0,3,50
21.0,1,10,1,1,6,5.8,1,10.7,15.0,3,131
46.0,1,2,1,5,11,9.99,2,4619.48,19.0,6,218
21.0,2,13,1,0,11,17.7,1,19.83,17.0,1,85
25.0,1,25,0,11,12,7.55,1,10.13,7.0,0,39
27.0,1,1,1,8,11,10.75,1,6.8,30.0,2,212
24.0,1,20,1,14,11,30.85,1,0.61,1.0,4,9
32.0,0,9,1,7,15,6.16,0,492.24,15.0,1,165
31.0,0,10,0,14,9,5.17,1,12.33,20.0,3,63
33.0,1,12,1,0,6,16.47,1,7.92,18.0,2,217
41.0,1,18,0,10,14,14.94,1,0.69,27.0,2,127
52.0,0,10,0,0,9,25.31,1,2.83,2.0,3,100
24.0,0,10,1,1,10,19.82,1,2.9,28.0,0,171
37.0,0,19,0,0,9,29.63,1,19.35,13.0,2,184
37.0,1,1,0,8,8,19.56,1,1.0,26.0,3,90
21.0,1,10,0,1,8,23.42,0,468.05,24.0,6,92
33.0,1,20,0,13,12,28.79,1,17.55,26.0,4,161
51.0,1,3,1,12,10,20.45,1,2.97,13.0,3,112
54.0,0,19,0,0,7,7.37,1,0.6,23.0,0,119
45.0,0,6,1,9,7,24.38,2,2967.0,14.0,5,134
24.0,0,8,0,14,9,26.35,1,11.975000000000001,16.0,3,150
42.0,1,25,1,14,17,29.95,1,16.38,15.0,1,191
13.0,1,18,0,9,9,25.82,0,294.74,11.0,3,112
31.0,2,2,1,11,11,22.85,1,1.44,27.0,2,190
53.0,0,16,0,13,9,25.72,1,9.35,21.0,1,88
41.0,1,25,1,2,10,25.76,1,2.38,16.0,4,176
28.0,0,24,1,7,6,27.36,0,11.975000000000001,16.0,3,150
14.0,1,4,0,6,9,13.78,1,19.17,15.0,0,168
14.0,1,10,0,0,10,20.38,0,391.0,26.0,5,218
45.0,1,10,0,4,9,6.62,1,12.15,24.0,3,72
33.0,0,14,0,1,5,12.11,1,9.12,13.0,0,72
43.0,1,8,0,12,6,20.27,1,1.3,1.0,2,124
25.0,1,16,1,5,8,11.61,1,12.58,5.0,6,63
47.0,1,10,1,2,7,11.47,1,11.975000000000001,16.0,3,150
29.0,1,10,0,12,7,28.5,1,6.98,7.0,1,165
49.0,1,19,1,11,12,32.02,1,2.83,15.0,0,5
13.0,1,12,1,14,6,7.39,1,2.82,18.0,0,105
42.0,1,13,0,14,8,19.98,1,1.52,9.0,5,21
37.0,1,11,0,5,9,12.93,0,323.67,9.0,2,161
37.0,1,10,1,7,8,32.3,1,12.7,4.0,3,215
19.0,1,2,0,4,10,12.02,1,9.02,14.0,1,26
23.0,0,5,0,11,11,24.63,1,0.37,26.0,4,210
23.0,1,8,0,9,9,22.94,1,2.43,24.0,6,135
44.0,1,18,1,8,13,29.3,1,14.54,19.0,5,46
26.0,1,6,0,0,11,22.2,1,14.55,4.0,6,44
49.0,1,2,0,11,12,29.57,1,0.9,20.0,6,53
19.0,0,7,1,5,10,30.69,1,7.27,6.0,3,48
50.0,1,14,1,11,16,27.28,1,17.12,21.0,2,75
46.0,0,18,0,13,10,22.02,1,2.09,18.0,6,90
13.0,1,24,0,10,13,15.22,1,14.8,25.0,2,168
14.0,1,10,0,8,12,11.15,1,12.43,10.0,5,214
21.0,1,6,1,11,13,29.45,0,397.61,13.0,5,157
51.0,1,26,1,10,10,26.51,1,15.24,21.0,1,73
29.0,1,14,0,6,12,32.22,0,207.15,27.0,5,35
40.0,0,26,1,14,17,12.78,1,11.975000000000001,16.0,3,150
50.0,0,19,0,7,10,34.96,1,9.39,10.0,1,85
35.0,1,18,0,0,9,24.28,1,0.9,10.0,4,49
46.0,1,5,1,4,14,10.16,1,14.24,5.0,4,170
43.0,1,24,0,1,9,29.08,1,8.95,27.0,1,213
53.0,1,1,1,5,12,23.57,1,17.64,27.0,5,224
24.0,1,6,1,9,10,23.28,1,5.67,0.0,1,10
47.0,1,2,0,3,10,7.03,2,2610.89,29.0,1,73
48.0,1,10,0,12,10,13.19,1,16.66,14.0,3,107
36.0,1,14,1,0,11,27.34,1,18.76,27.0,3,54
51.0,1,15,0,2,11,26.36,1,18.81,12.0,3,102
14.0,0,10,0,5,9,6.74,1,11.975000000000001,16.0,3,150
26.0,1,24,1,4,11,29.17,0,80.85,9.0,4,150
35.0,1,21,0,11,7,7.96,1,15.19,4.0,2,103
41.0,0,10,0,7,10,7.13,1,7.86,27.0,5,181
32.0,1,16,1,3,14,11.15,1,9.63,19.0,0,83
42.0,1,12,1,12,12,12.64,1,20.0,7.0,1,0
26.0,0,19,0,6,12,7.65,1,1.83,18.0,3,7
44.0,1,14,1,12,15,17.36,1,11.975000000000001,16.0,3,150
48.0,1,12,0,7,12,25.76,1,13.52,22.0,3,195
33.0,0,26,1,12,12,33.8,1,16.92,24.0,5,122
23.0,0,25,0,3,15,34.24,1,15.32,25.0,2,113
24.0,1,16,0,13,9,32.19,0,300.9,30.0,3,80
17.0,1,20,0,8,5,14.13,1,5.25,22.0,0,173
18.0,0,21,1,3,8,24.58,1,9.37,3.0,3,137
14.0,0,17,0,1,17,13.26,1,3.05,8.0,5,59
19.0,1,21,1,3,11,23.97,1,18.4,15.0,4,184
